INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
4099	6	1	21264	21265	21267	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
4100	6	1	21264	21265	21267	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
4101	6	1	21264	21265	21267	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
4102	6	1	21264	21265	21267	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
4103	6	1	21264	21265	21267	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
4104	6	1	21264	21265	21267	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
4105	6	1	21264	21265	21267	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
4106	6	1	21264	21265	21267	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
4107	6	1	21264	21265	21267	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
4108	6	1	21264	21265	21267	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
4109	6	1	21264	21265	21267	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
4120	6	1	21264	21265	21267	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
4121	6	1	21264	21265	21267	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
4122	6	1	21264	21265	21267	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
4123	6	1	21264	21265	21267	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
4124	6	1	21264	21265	21267	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
4125	6	1	21264	21265	21267	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
4126	6	1	21264	21265	21267	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
4127	6	1	21264	21265	21267	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
4128	6	1	21264	21265	21267	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
4129	6	1	21264	21265	21267	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
##除匪首力破三关
4130	6	1	21264	21265	21267	21513	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
4131	6	1	21264	21265	21267	21513	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
4132	6	1	21264	21265	21267	21513	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
4133	6	1	21264	21265	21267	21513	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
4134	6	1	21264	21265	21267	21513	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
4135	6	1	21264	21265	21267	21513	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
4136	6	1	21264	21265	21267	21513	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
4137	6	1	21264	21265	21267	21513	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
4138	6	1	21264	21265	21267	21513	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
4139	6	1	21264	21265	21267	21513	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
##
9100	210	1	21179	21272	21273	21274	21276	21387	21414	21418	21521	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9101	210	1	21179	21272	21273	21274	21276	21387	21414	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9102	210	1	21179	21272	21273	21274	21276	21387	21414	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9103	210	1	21179	21272	21273	21274	21276	21387	21414	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9104	210	1	21179	21272	21273	21274	21276	21387	21414	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9105	210	1	21179	21272	21273	21274	21276	21387	21414	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9106	210	1	21179	21272	21273	21274	21276	21387	21414	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9107	210	1	21179	21272	21273	21274	21276	21387	21414	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9108	210	1	21179	21272	21273	21274	21276	21387	21414	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9109	210	1	21179	21272	21273	21274	21276	21387	21414	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
##金刚
9110	210	1	21414	21514	21515	21516	21517	21518	21519	21520	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9111	210	1	21414	21514	21515	21516	21517	21518	21519	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9112	210	1	21414	21514	21515	21516	21517	21518	21519	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9113	210	1	21414	21514	21515	21516	21517	21518	21519	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9114	210	1	21414	21514	21515	21516	21517	21518	21519	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9115	210	1	21414	21514	21515	21516	21517	21518	21519	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9116	210	1	21414	21514	21515	21516	21517	21518	21519	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9117	210	1	21414	21514	21515	21516	21517	21518	21519	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9118	210	1	21414	21514	21515	21516	21517	21518	21519	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9119	210	1	21414	21514	21515	21516	21517	21518	21519	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
##冰妖
9120	210	1	21414	21522	21523	21524	21525	21526	21527	21528	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9121	210	1	21414	21522	21523	21524	21525	21526	21527	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9122	210	1	21414	21522	21523	21524	21525	21526	21527	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9123	210	1	21414	21522	21523	21524	21525	21526	21527	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9124	210	1	21414	21522	21523	21524	21525	21526	21527	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9125	210	1	21414	21522	21523	21524	21525	21526	21527	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9126	210	1	21414	21522	21523	21524	21525	21526	21527	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9127	210	1	21414	21522	21523	21524	21525	21526	21527	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9128	210	1	21414	21522	21523	21524	21525	21526	21527	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9129	210	1	21414	21522	21523	21524	21525	21526	21527	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
##小白
9130	210	1	21414	21529	21530	21531	21532	21533	21534	21535	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9131	210	1	21414	21529	21530	21531	21532	21533	21534	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9132	210	1	21414	21529	21530	21531	21532	21533	21534	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9133	210	1	21414	21529	21530	21531	21532	21533	21534	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9134	210	1	21414	21529	21530	21531	21532	21533	21534	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9135	210	1	21414	21529	21530	21531	21532	21533	21534	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9136	210	1	21414	21529	21530	21531	21532	21533	21534	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9137	210	1	21414	21529	21530	21531	21532	21533	21534	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9138	210	1	21414	21529	21530	21531	21532	21533	21534	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9139	210	1	21414	21529	21530	21531	21532	21533	21534	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
##
9325	10	1	21277	21278	21490	21491	21492	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9326	10	1	21277	21278	21490	21491	21492	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9327	10	1	21277	21278	21490	21491	21492	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9328	10	1	21277	21278	21490	21491	21492	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9329	10	1	21277	21278	21490	21491	21492	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9335	10	1	21277	21278	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9336	10	1	21277	21278	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9337	10	1	21277	21278	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9338	10	1	21277	21278	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9339	10	1	21277	21278	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9345	10	1	21277	21278	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9346	10	1	21277	21278	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9347	10	1	21277	21278	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9348	10	1	21277	21278	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9349	10	1	21277	21278	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9355	10	1	21277	21278	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9356	10	1	21277	21278	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9357	10	1	21277	21278	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9358	10	1	21277	21278	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9359	10	1	21277	21278	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9365	10	1	21277	21278	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9366	10	1	21277	21278	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9367	10	1	21277	21278	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9368	10	1	21277	21278	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9369	10	1	21277	21278	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9375	10	1	21277	21278	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9376	10	1	21277	21278	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9377	10	1	21277	21278	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9378	10	1	21277	21278	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9379	10	1	21277	21278	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9385	10	1	21277	21278	21493	21494	21495	21496	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9386	10	1	21277	21278	21493	21494	21495	21496	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9387	10	1	21277	21278	21493	21494	21495	21496	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9388	10	1	21277	21278	21493	21494	21495	21496	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9389	10	1	21277	21278	21493	21494	21495	21496	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9395	10	1	21277	21278	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9396	10	1	21277	21278	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9397	10	1	21277	21278	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9398	10	1	21277	21278	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9399	10	1	21277	21278	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9405	10	1	21277	21278	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9406	10	1	21277	21278	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9407	10	1	21277	21278	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9408	10	1	21277	21278	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9409	10	1	21277	21278	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9415	10	1	21277	21278	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9416	10	1	21277	21278	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9417	10	1	21277	21278	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9418	10	1	21277	21278	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9419	10	1	21277	21278	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9425	10	1	21277	21278	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9426	10	1	21277	21278	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9427	10	1	21277	21278	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9428	10	1	21277	21278	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9429	10	1	21277	21278	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
##燕子坞
9435	210	1	21279	21280	21281	21282	21383	21484	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9436	210	1	21279	21280	21281	21282	21383	21484	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9437	210	1	21279	21280	21281	21282	21383	21484	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9438	210	1	21279	21280	21281	21282	21383	21484	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9439	210	1	21279	21280	21281	21282	21383	21484	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
##
9450	10	1	21283	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9451	10	1	21283	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9452	10	1	21283	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9453	10	1	21283	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9454	10	1	21283	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9455	10	1	21283	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9456	10	1	21283	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9457	10	1	21283	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9458	10	1	21283	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9459	10	1	21283	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9540	370	1	21284	21287	21291	21506	21507	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9541	370	1	21284	21287	21291	21506	21507	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9543	370	1	21284	21287	21291	21506	21507	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
#大缥
9546	370	1	21284	21287	21291	21506	21507	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9547	370	1	21284	21287	21291	21506	21507	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
##
9660	370	1	21284	21287	21291	21506	21507	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9661	370	1	21284	21287	21291	21506	21507	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9663	370	1	21284	21287	21291	21506	21507	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
##缥缈
9666	370	1	21284	21287	21291	21506	21507	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9667	370	1	21284	21287	21291	21506	21507	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
10092	210	1	21292	21293	21294	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
10998	80	1	21443	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
10999	80	1	21443	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11000	80	1	21443	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11001	80	1	21443	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11313	210	1	21295	21296	21297	21302	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
##龙龟
11353	210	1	21298	21299	21300	21301	21382	21505	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
##
11392	210	1	21303	21304	21305	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12008	100	1	21511	21512	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12009	100	1	21511	21512	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12018	100	1	21511	21512	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12019	100	1	21511	21512	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12028	100	1	21511	21512	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12029	100	1	21511	21512	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12038	100	1	21511	21512	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12039	100	1	21511	21512	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12045	210	1	21229	21230	21231	21232	21233	21474	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12046	210	1	21229	21230	21231	21232	21233	21474	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12047	210	1	21229	21230	21231	21232	21233	21474	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12048	210	1	21229	21230	21231	21232	21233	21474	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12049	210	1	21229	21230	21231	21232	21233	21474	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12090	210	1	21229	21230	21231	21232	21233	21474	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12091	210	1	21229	21230	21231	21232	21233	21474	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12092	210	1	21229	21230	21231	21232	21233	21474	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12093	210	1	21229	21230	21231	21232	21233	21474	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12094	210	1	21229	21230	21231	21232	21233	21474	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12095	210	1	21229	21230	21231	21232	21233	21474	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12096	210	1	21229	21230	21231	21232	21233	21474	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12097	210	1	21229	21230	21231	21232	21233	21474	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12098	210	1	21229	21230	21231	21232	21233	21474	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12099	210	1	21229	21230	21231	21232	21233	21474	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12111	100	1	21475	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12112	100	1	21475	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12113	100	1	21475	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12114	100	1	21475	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12115	100	1	21475	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12116	100	1	21475	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12117	100	1	21475	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12120	100	1	21475	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12121	100	1	21475	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12122	100	1	21475	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12123	100	1	21475	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12124	100	1	21475	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12125	100	1	21475	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12126	100	1	21475	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12127	100	1	21475	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12128	100	1	21475	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12129	100	1	21475	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12130	100	1	21475	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12131	100	1	21475	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12132	100	1	21475	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12133	100	1	21475	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12134	100	1	21475	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12135	100	1	21475	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12136	100	1	21475	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12137	100	1	21475	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
